 370,  302,  415,  302,  415,  387,  370,  387
 424,  302,  470,  302,  470,  387,  424,  387
 479,  302,  525,  302,  525,  387,  479,  387
 535,  302,  580,  302,  580,  387,  535,  387
 589,  302,  635,  302,  635,  387,  589,  387
 644,  302,  690,  302,  690,  387,  644,  387
 699,  302,  745,  302,  699,  387,  745,  387
 754,  302,  800,  302,  800,  387,  754,  387
 809,  302,  854,  302,  854,  387,  809,  387
 864,  302,  910,  302,  910,  387,  864,  387
 919,  302,  965,  302,  965,  387,  919,  387
 974,  302, 1019,  302, 1019,  387,  974,  387
1029,  302, 1074,  302, 1074,  387, 1029,  387
1084,  302, 1129,  302, 1129,  387, 1084,  387
1138,  302, 1184,  302, 1184,  387, 1138,  387
1194,  302, 1239,  302, 1239,  387, 1194,  387
  40,  397,   86,  397,   86,  481,   40,  481
  95,  397,  140,  397,  140,  481,   95,  481
 150,  397,  195,  397,  195,  481,  150,  481
 205,  397,  250,  397,  250,  481,  205,  481
 260,  397,  305,  397,  305,  481,  260,  481
 315,  397,  360,  397,  360,  481,  315,  481
 370,  397,  415,  397,  415,  481,  370,  481
 424,  397,  470,  397,  470,  481,  424,  481
 479,  397,  525,  397,  525,  481,  479,  481
 535,  397,  580,  397,  580,  481,  535,  481
 589,  397,  635,  397,  635,  481,  589,  481
 644,  397,  690,  397,  690,  481,  644,  481
 699,  397,  745,  397,  699,  481,  745,  481
 754,  397,  800,  397,  800,  481,  754,  481
 809,  397,  854,  397,  854,  481,  809,  481
 864,  397,  910,  397,  910,  481,  864,  481
 919,  397,  965,  397,  965,  481,  919,  481
 974,  397, 1019,  397, 1019,  481,  974,  481
1029,  397, 1074,  397, 1074,  481, 1029,  481
1084,  397, 1129,  397, 1129,  481, 1084,  481
1138,  397, 1184,  397, 1184,  481, 1138,  481
1194,  397, 1239,  397, 1239,  481, 1194,  481
  40,  492,   86,  492,   86,  591,   40,  591
  95,  492,  140,  492,  140,  591,   95,  591
 150,  492,  195,  492,  195,  591,  150,  591
 205,  492,  250,  492,  250,  591,  205,  591
 260,  492,  305,  492,  305,  591,  260,  591
 315,  492,  360,  492,  360,  591,  315,  591
 370,  492,  415,  492,  415,  591,  370,  591
 424,  492,  470,  492,  470,  591,  424,  591
 479,  492,  525,  492,  525,  591,  479,  591
 754,  492,  800,  492,  800,  591,  754,  591
 809,  492,  854,  492,  854,  591,  809,  591
 864,  492,  910,  492,  910,  591,  864,  591
 919,  492,  965,  492,  965,  591,  919,  591
 974,  492, 1019,  492, 1019,  591,  974,  591
1029,  492, 1074,  492, 1074,  591, 1029,  591
1084,  492, 1129,  492, 1129,  591, 1084,  591
1138,  492, 1184,  492, 1184,  591, 1138,  591
1194,  492, 1239,  492, 1239,  591, 1194,  591
